User_ID,Country,Device_Type,Traffic_Source,Time_Spent_Minutes,Pages_Viewed,Added_to_Cart,Purchased,Price
3888.0,india,Mobile,Paid Ads,6.48,14.0,1.0,0.0,220.0
3214.0,UK,mobile,Organic,11.41,8.0,0.0,0.0,230.23
2297.0,UK,Tablet,Paid Ads,5.02,1.0,1.0,,474.64
3435.0,USA,mobile,Referral,5.35,3.0,0.0,1.0,381.27
1600.0,IND,Tablet,Paid Ads,3.19,6.0,1.0,0.0,149.55
3363.0,UK,Tablet,Paid Ads,0.85,1.0,0.0,1.0,314.2
3061.0,UK,mobile,Organic,0.04,18.0,0.0,1.0,298.98
,USA,Desktop,Referral,2.11,10.0,0.0,1.0,407.0
3041.0,usa,desktop,Paid Ads,6.96,17.0,,1.0,52.18
3824.0,Uk,Mobile,Referral,16.15,1.0,0.0,1.0,352.13
4417.0,India,Mobile,Referral,2.82,8.0,1.0,1.0,168.93
3612.0,USA,Mobile,Paid Ads,2.27,12.0,0.0,0.0,69.17
3945.0,IND,mobile,Organic,2.95,19.0,1.0,,367.23
2363.0,USA,mobile,Referral,2.79,14.0,1.0,,169.16
,india,Desktop,Social,4.92,19.0,1.0,0.0,366.41
2390.0,usa,Mobile,Paid Ads,6.62,17.0,1.0,1.0,85.41
4003.0,usa,Desktop,Referral,7.68,16.0,0.0,0.0,493.03
2478.0,UK,Mobile,Referral,5.24,19.0,1.0,,402.69
4499.0,usa,mobile,Referral,2.88,,1.0,0.0,148.13
3556.0,usa,desktop,Paid Ads,14.99,19.0,1.0,0.0,371.56
1775.0,usa,,Social,6.21,4.0,0.0,1.0,72.22
1034.0,usa,desktop,Referral,2.78,5.0,0.0,0.0,328.45
3253.0,India,desktop,Referral,,5.0,1.0,0.0,34.52
4152.0,IND,Tablet,Organic,8.52,1.0,1.0,1.0,170.03
2955.0,UK,Mobile,Paid Ads,2.9,18.0,0.0,1.0,489.34
2585.0,usa,desktop,,3.63,15.0,1.0,0.0,64.86
4943.0,UK,Tablet,Referral,1.72,19.0,0.0,0.0,
4459.0,IND,Tablet,Organic,9.13,14.0,1.0,1.0,39.95
4073.0,Uk,,Referral,3.69,6.0,1.0,0.0,336.35
2021.0,usa,Desktop,Referral,4.02,18.0,,0.0,142.94
4461.0,UK,Desktop,Paid Ads,10.63,8.0,0.0,1.0,158.44
,USA,Tablet,Organic,12.66,5.0,1.0,0.0,172.21
2129.0,UK,desktop,Referral,8.69,8.0,0.0,1.0,106.55
4843.0,usa,Mobile,Paid Ads,0.34,6.0,1.0,1.0,471.12
4893.0,india,mobile,Referral,2.93,10.0,0.0,0.0,453.39
2500.0,India,Desktop,Referral,2.1,3.0,0.0,,435.66
1702.0,USA,desktop,Organic,,13.0,0.0,0.0,57.69
3449.0,USA,desktop,Organic,,7.0,1.0,0.0,120.56
3777.0,india,mobile,Organic,11.04,4.0,1.0,0.0,308.05
2579.0,usa,mobile,Referral,3.13,13.0,1.0,0.0,485.33
1161.0,India,desktop,Social,0.72,6.0,0.0,0.0,304.38
1201.0,USA,mobile,Organic,0.07,16.0,1.0,1.0,166.92
2981.0,India,desktop,Social,2.89,1.0,0.0,1.0,409.62
1995.0,USA,mobile,Social,0.2,13.0,0.0,1.0,72.04
3317.0,usa,mobile,Social,4.7,2.0,0.0,0.0,441.46
4934.0,Uk,desktop,Paid Ads,4.69,19.0,0.0,1.0,487.47
1815.0,USA,Tablet,Referral,,6.0,1.0,0.0,483.99
4342.0,Uk,desktop,Organic,1.05,11.0,1.0,0.0,78.11
1455.0,USA,Mobile,Referral,115.99999999999999,17.0,1.0,1.0,5541.2
4533.0,IND,,Referral,9.81,9.0,0.0,1.0,294.53
4798.0,usa,Desktop,,3.22,5.0,1.0,1.0,101.48
2275.0,india,mobile,Paid Ads,0.31,5.0,0.0,0.0,275.65
2016.0,Uk,Mobile,Paid Ads,0.59,16.0,1.0,0.0,325.04
4773.0,india,,Referral,8.4,4.0,1.0,1.0,167.84
3343.0,,Desktop,Social,6.81,13.0,1.0,1.0,161.26
4796.0,UK,,Referral,,,1.0,0.0,34.82
,india,Tablet,Paid Ads,0.63,9.0,1.0,1.0,478.63
4820.0,usa,desktop,Referral,7.14,13.0,1.0,0.0,402.79
1337.0,india,,Paid Ads,5.32,16.0,0.0,0.0,380.93
1878.0,Uk,Desktop,Paid Ads,1.32,10.0,0.0,0.0,15.78
,IND,Tablet,,18.23,,0.0,0.0,314.03
1791.0,india,mobile,Social,4.22,16.0,1.0,0.0,94.41
4993.0,Uk,Tablet,Paid Ads,11.87,1.0,0.0,1.0,332.55
,USA,desktop,Organic,9.8,11.0,1.0,1.0,312.47
1763.0,usa,mobile,Social,,13.0,0.0,1.0,426.7
3235.0,India,,Paid Ads,3.84,18.0,1.0,0.0,131.44
1379.0,UK,Tablet,,2.82,5.0,1.0,1.0,18.59
1492.0,India,mobile,Social,6.17,4.0,0.0,1.0,457.48
,usa,Tablet,Referral,4.43,6.0,1.0,,
2180.0,IND,Mobile,Organic,7.68,15.0,1.0,0.0,230.65
3062.0,india,Desktop,Social,0.06,2.0,0.0,1.0,43.65
4884.0,IND,mobile,Referral,5.82,4.0,0.0,1.0,251.49
1064.0,India,Desktop,Social,1.92,14.0,0.0,0.0,264.39
,,Mobile,Referral,1.27,4.0,0.0,1.0,411.75
4910.0,Uk,mobile,Paid Ads,8.08,18.0,0.0,1.0,359.97
,UK,Desktop,Paid Ads,0.47,16.0,1.0,0.0,40.05
2367.0,usa,Desktop,Referral,1.3,9.0,1.0,1.0,354.14
2152.0,usa,mobile,Paid Ads,1.14,8.0,0.0,0.0,72.19
3027.0,IND,Desktop,Paid Ads,2.72,11.0,1.0,1.0,49.29
3695.0,Uk,Desktop,Paid Ads,1.95,14.0,0.0,0.0,
2495.0,IND,mobile,,6.37,17.0,1.0,0.0,43.29
4134.0,india,Desktop,Referral,6.01,,1.0,0.0,415.49
2162.0,,Desktop,Organic,1.97,8.0,1.0,0.0,234.25
2522.0,Uk,desktop,Organic,2.87,14.0,0.0,1.0,295.57
3640.0,USA,desktop,Referral,1.17,11.0,1.0,0.0,290.55
1391.0,UK,Mobile,Social,5.56,9.0,0.0,0.0,489.16
2698.0,india,desktop,Paid Ads,2.52,8.0,0.0,1.0,458.31
1418.0,USA,desktop,Paid Ads,0.71,14.0,0.0,1.0,425.32
3336.0,India,Mobile,Social,0.68,15.0,1.0,1.0,194.72
1378.0,UK,Desktop,Organic,1.95,1.0,1.0,0.0,76.82
2796.0,USA,Desktop,Referral,6.88,12.0,1.0,1.0,297.97
4561.0,india,desktop,Referral,0.13,5.0,0.0,0.0,222.96
3278.0,USA,Mobile,Social,1.49,14.0,0.0,1.0,116.64
4065.0,usa,Desktop,,0.89,16.0,0.0,1.0,53.36
3088.0,IND,Tablet,Paid Ads,15.67,,0.0,1.0,220.87
4099.0,India,mobile,Paid Ads,6.11,16.0,0.0,0.0,327.18
3182.0,usa,mobile,Referral,1.33,7.0,0.0,0.0,314.57
1200.0,usa,mobile,Organic,,3.0,1.0,0.0,388.09
2863.0,india,desktop,Referral,9.76,8.0,0.0,0.0,235.94
1779.0,IND,mobile,Social,1.06,14.0,1.0,0.0,164.21
3977.0,IND,mobile,Referral,,3.0,0.0,0.0,271.66
4104.0,Uk,Tablet,Social,,11.0,0.0,0.0,487.63
4119.0,UK,Desktop,Referral,,14.0,1.0,0.0,27.32
1502.0,India,Tablet,Organic,5.87,2.0,1.0,0.0,266.69
3454.0,UK,desktop,Social,4.7,4.0,1.0,0.0,167.99
4645.0,india,mobile,Paid Ads,43.17,5.0,1.0,0.0,57.15
2751.0,India,Desktop,Paid Ads,8.1,19.0,1.0,,220.16
1804.0,Uk,mobile,Referral,2.8,10.0,,1.0,322.38
3146.0,USA,mobile,Referral,5.64,2.0,1.0,1.0,266.44
3731.0,usa,desktop,Organic,8.51,3.0,0.0,1.0,19.44
2895.0,India,mobile,Organic,3.6,15.0,0.0,1.0,291.66
3773.0,UK,Mobile,Paid Ads,1.59,,0.0,0.0,119.84
2570.0,usa,Desktop,Referral,1.18,2.0,0.0,1.0,174.03
1960.0,india,Desktop,Social,1.75,3.0,1.0,1.0,159.54
4810.0,UK,Mobile,Organic,9.42,12.0,1.0,0.0,429.96
3660.0,USA,desktop,Social,2.39,14.0,0.0,0.0,28.55
,india,mobile,Social,1.69,17.0,1.0,1.0,177.26
3690.0,USA,mobile,Organic,8.2,16.0,0.0,1.0,200.43
4840.0,USA,Desktop,Referral,0.16,17.0,1.0,0.0,311.32
2028.0,usa,desktop,Social,4.51,9.0,0.0,1.0,395.54
4289.0,india,desktop,,10.34,3.0,0.0,0.0,365.19
1502.0,india,desktop,Social,2.64,14.0,0.0,1.0,377.55
3814.0,India,mobile,Referral,1.57,3.0,1.0,,100.23
1397.0,UK,desktop,Referral,3.38,6.0,0.0,0.0,456.31
1870.0,,Mobile,Referral,6.32,19.0,0.0,1.0,210.0
3842.0,India,Tablet,Referral,3.63,13.0,0.0,1.0,10.5
1392.0,IND,desktop,Organic,0.04,5.0,1.0,1.0,335.71
1206.0,IND,Tablet,Social,0.41,1.0,0.0,0.0,303.98
2038.0,IND,mobile,Referral,6.39,12.0,1.0,1.0,67.35
2881.0,Uk,desktop,Paid Ads,2.55,15.0,1.0,0.0,480.13
4625.0,india,Desktop,Social,7.68,19.0,0.0,0.0,282.97
3939.0,Uk,mobile,Social,5.24,2.0,1.0,1.0,237.29
2484.0,,Mobile,Referral,4.36,3.0,1.0,1.0,202.07
4762.0,india,Mobile,Social,11.58,7.0,1.0,0.0,108.88
4646.0,India,,Paid Ads,,11.0,1.0,1.0,476.64
1863.0,Uk,Tablet,Paid Ads,0.84,10.0,0.0,0.0,352.57
3790.0,Uk,Desktop,Paid Ads,4.9,8.0,,0.0,285.96
4312.0,UK,Desktop,Social,0.34,2.0,0.0,1.0,317.44
1563.0,Uk,Mobile,Social,5.18,14.0,1.0,0.0,421.01
2020.0,USA,desktop,Referral,20.71,13.0,1.0,0.0,319.68
1095.0,India,Mobile,Social,10.55,7.0,0.0,1.0,61.72
2923.0,IND,Mobile,,4.47,,1.0,0.0,350.16
2757.0,India,Desktop,Referral,11.22,,1.0,0.0,284.61
,USA,Tablet,Paid Ads,0.62,1.0,0.0,0.0,483.34
4478.0,UK,Desktop,Referral,3.03,1.0,1.0,1.0,368.19
3278.0,UK,,Organic,2.8,6.0,0.0,1.0,175.28
3796.0,india,Desktop,Social,2.05,1.0,0.0,0.0,72.02
2678.0,India,Mobile,Social,0.0,16.0,1.0,1.0,243.73
4242.0,UK,desktop,Organic,11.08,3.0,0.0,1.0,341.28
1540.0,Uk,Mobile,Organic,7.52,13.0,1.0,1.0,92.75
2059.0,UK,mobile,Organic,5.29,4.0,1.0,1.0,326.47
3572.0,UK,Desktop,Referral,0.69,17.0,0.0,0.0,413.68
2183.0,UK,Desktop,Paid Ads,2.38,10.0,1.0,1.0,82.74
4910.0,UK,mobile,Referral,12.91,4.0,0.0,1.0,354.36
2722.0,IND,Desktop,,4.8,12.0,1.0,0.0,38.79
4314.0,IND,Desktop,Referral,4.62,13.0,0.0,0.0,8.94
4157.0,india,Desktop,Social,,4.0,0.0,1.0,21.15
2819.0,UK,mobile,,4.1,16.0,0.0,0.0,317.59
3625.0,India,Mobile,Organic,4.55,19.0,0.0,1.0,486.81
3729.0,USA,Desktop,Social,2.12,7.0,0.0,0.0,386.83
3604.0,india,,Paid Ads,2.32,1.0,0.0,0.0,130.93
2597.0,India,mobile,Referral,5.79,16.0,1.0,1.0,40.49
4060.0,UK,Tablet,Referral,1.93,2.0,1.0,1.0,310.24
3693.0,usa,,Organic,4.09,1.0,1.0,1.0,6.6
,UK,Mobile,Paid Ads,1.64,14.0,1.0,0.0,397.33
2051.0,IND,mobile,Social,0.91,5.0,0.0,1.0,125.34
2643.0,USA,Tablet,Organic,3.03,15.0,0.0,0.0,153.11
4627.0,Uk,desktop,Organic,1.23,10.0,0.0,0.0,175.27
2363.0,USA,Tablet,Referral,11.44,2.0,0.0,0.0,382.96
4869.0,Uk,mobile,Paid Ads,1.81,11.0,1.0,1.0,
2981.0,USA,Tablet,Organic,4.55,16.0,0.0,0.0,145.81
2354.0,IND,mobile,Referral,1.53,19.0,0.0,1.0,272.79
2663.0,Uk,desktop,Social,1.49,4.0,0.0,0.0,234.19
2529.0,India,desktop,Organic,2.16,10.0,1.0,0.0,478.01
3038.0,Uk,Mobile,Social,12.38,12.0,1.0,0.0,135.38
4419.0,,desktop,Social,2.48,2.0,1.0,0.0,50.49
2496.0,India,Desktop,Referral,8.61,2.0,,0.0,272.79
,india,Tablet,Paid Ads,1.1,9.0,0.0,1.0,96.34
3237.0,UK,,,0.25,12.0,1.0,0.0,209.75
4296.0,USA,mobile,,7.61,2.0,1.0,1.0,97.66
2408.0,India,desktop,Paid Ads,3.9,18.0,0.0,1.0,441.08
2400.0,USA,Mobile,,3.5,16.0,1.0,1.0,
2306.0,UK,Mobile,Referral,1.59,19.0,1.0,0.0,388.56
3680.0,usa,Mobile,Organic,0.38,15.0,0.0,1.0,474.56
3675.0,USA,Desktop,Organic,3.3,16.0,1.0,0.0,470.57
1972.0,,desktop,Referral,10.1,6.0,1.0,0.0,264.78
2768.0,USA,Mobile,Referral,0.64,15.0,1.0,,
2282.0,UK,Desktop,Paid Ads,13.24,12.0,1.0,0.0,329.69
4430.0,india,Tablet,Social,1.61,12.0,,0.0,68.6
1709.0,UK,mobile,Social,3.8,10.0,0.0,0.0,444.75
2479.0,Uk,desktop,Social,,15.0,1.0,0.0,237.0
2434.0,usa,desktop,Social,2.77,4.0,0.0,0.0,80.58
1648.0,USA,Tablet,Organic,0.67,10.0,0.0,1.0,396.75
1317.0,UK,desktop,Organic,0.25,19.0,1.0,1.0,314.08
4748.0,UK,desktop,,16.99,14.0,1.0,0.0,441.65
4296.0,USA,desktop,Referral,6.55,10.0,0.0,0.0,414.52
4890.0,usa,desktop,Social,6.35,17.0,0.0,1.0,163.45
2257.0,usa,Desktop,Referral,0.47,11.0,1.0,1.0,131.88
1683.0,UK,Desktop,Organic,662.5,18.0,0.0,,7365.0
1663.0,India,mobile,Social,3.17,2.0,0.0,0.0,288.79
,india,desktop,Social,9.56,11.0,1.0,,39.59
4898.0,usa,Tablet,Organic,0.06,8.0,1.0,1.0,94.91
,usa,Mobile,Paid Ads,1.77,19.0,1.0,1.0,79.92
4743.0,IND,mobile,Social,,16.0,1.0,0.0,296.95
2631.0,Uk,Mobile,Referral,2.79,4.0,0.0,1.0,47.45
2495.0,usa,Mobile,Paid Ads,10.97,14.0,1.0,0.0,107.81
4304.0,india,desktop,Organic,1.99,17.0,0.0,0.0,
,Uk,Tablet,Paid Ads,3.73,11.0,0.0,0.0,70.86
2136.0,Uk,Mobile,Paid Ads,9.63,3.0,1.0,0.0,127.89
2853.0,USA,Mobile,Social,4.65,4.0,0.0,0.0,453.86
2520.0,USA,mobile,Paid Ads,6.46,13.0,1.0,1.0,350.07
3489.0,USA,Tablet,Referral,1.3,17.0,1.0,0.0,156.91
1563.0,USA,Tablet,Social,0.85,10.0,0.0,0.0,439.29
2291.0,IND,Mobile,Organic,1.31,12.0,0.0,1.0,128.89
4581.0,usa,Tablet,Referral,3.4,8.0,0.0,1.0,296.6
4878.0,USA,mobile,Social,8.07,3.0,1.0,0.0,187.4
4457.0,UK,mobile,Paid Ads,2.18,10.0,1.0,1.0,377.31
4458.0,India,mobile,Referral,4.16,7.0,1.0,1.0,188.94
4184.0,USA,desktop,Social,8.17,10.0,0.0,0.0,128.19
2636.0,usa,Mobile,Social,1.36,7.0,1.0,0.0,305.81
4696.0,USA,Tablet,Organic,10.73,18.0,1.0,1.0,373.94
3999.0,IND,mobile,Social,15.3,14.0,0.0,1.0,270.5
4152.0,india,Mobile,Organic,0.2,12.0,0.0,0.0,359.56
1698.0,india,Mobile,Paid Ads,0.3,8.0,1.0,1.0,213.9
,usa,desktop,,0.48,7.0,1.0,1.0,398.75
1001.0,UK,Tablet,Social,7.5,5.0,1.0,0.0,294.59
1641.0,india,Tablet,Paid Ads,1.05,1.0,0.0,0.0,102.14
3267.0,india,,Social,6.47,15.0,1.0,0.0,445.92
2589.0,India,mobile,Social,2.91,9.0,1.0,1.0,419.23
1854.0,usa,Mobile,Referral,9.05,12.0,0.0,1.0,482.14
2759.0,UK,Tablet,Organic,8.27,18.0,1.0,0.0,286.66
4296.0,usa,Tablet,Social,16.05,,1.0,1.0,339.49
3432.0,india,mobile,Social,1.45,10.0,1.0,,432.47
4474.0,india,Desktop,Organic,1.3,10.0,,0.0,31.03
,,Mobile,Referral,0.16,18.0,0.0,1.0,456.54
2153.0,Uk,Tablet,Organic,2.64,,0.0,0.0,
2076.0,IND,desktop,,3.07,11.0,,0.0,33.24
2707.0,USA,desktop,Paid Ads,,2.0,1.0,1.0,122.62
3777.0,IND,Desktop,Paid Ads,8.88,11.0,0.0,1.0,295.25
2695.0,usa,mobile,Referral,0.91,2.0,0.0,1.0,28.68
2733.0,India,mobile,Referral,8.01,,0.0,0.0,5.38
2439.0,USA,mobile,Social,0.98,,0.0,0.0,321.48
3294.0,India,desktop,Referral,0.4,6.0,1.0,1.0,229.43
1835.0,UK,mobile,Social,9.07,2.0,0.0,0.0,422.94
4510.0,Uk,desktop,Paid Ads,18.64,15.0,1.0,1.0,132.49
1202.0,usa,Desktop,Referral,0.46,1.0,0.0,1.0,143.95
4255.0,Uk,Mobile,Social,8.41,18.0,1.0,1.0,43.39
1122.0,usa,Tablet,Organic,9.8,4.0,0.0,1.0,271.56
1400.0,India,Desktop,Referral,0.63,13.0,0.0,0.0,
1766.0,India,desktop,Social,1.67,4.0,0.0,1.0,173.16
1293.0,India,Desktop,Social,6.61,15.0,1.0,0.0,231.53
3327.0,usa,Tablet,Organic,8.24,2.0,0.0,1.0,425.6
4908.0,india,Mobile,Paid Ads,2.18,9.0,1.0,0.0,57.07
3931.0,India,Tablet,Organic,0.87,12.0,,1.0,264.18
4681.0,Uk,desktop,Social,5.23,14.0,1.0,0.0,102.24
1197.0,,Tablet,Organic,6.05,4.0,0.0,0.0,110.13
4029.0,USA,Desktop,Organic,3.5,15.0,0.0,1.0,132.08
2930.0,usa,mobile,,0.78,4.0,0.0,1.0,232.4
4582.0,Uk,Desktop,Paid Ads,9.31,5.0,0.0,0.0,249.73
3799.0,IND,desktop,Organic,5.18,10.0,0.0,1.0,436.4
3191.0,UK,Mobile,Organic,10.17,12.0,1.0,0.0,446.6
1608.0,IND,Tablet,Referral,13.51,12.0,0.0,0.0,295.4
4272.0,USA,Mobile,Referral,8.19,8.0,0.0,0.0,144.3
2147.0,,desktop,Social,15.93,4.0,0.0,1.0,410.13
1186.0,India,Tablet,Social,15.42,3.0,1.0,0.0,397.48
4397.0,usa,Desktop,Social,4.83,1.0,0.0,0.0,399.99
3511.0,Uk,Desktop,Referral,6.51,18.0,0.0,0.0,13.1
4420.0,India,desktop,Social,6.01,14.0,0.0,1.0,378.16
2794.0,Uk,Tablet,Organic,,17.0,0.0,0.0,427.1
1659.0,usa,Desktop,Organic,0.1,6.0,1.0,1.0,304.49
3811.0,IND,desktop,Paid Ads,2.2,6.0,1.0,0.0,376.87
4002.0,India,desktop,Social,,10.0,0.0,1.0,389.2
2955.0,USA,Mobile,,1.79,19.0,1.0,0.0,255.76
3450.0,india,Desktop,Organic,0.36,10.0,1.0,1.0,407.74
2369.0,USA,Tablet,Paid Ads,12.63,3.0,1.0,1.0,397.18
2986.0,india,Desktop,Organic,3.0,1.0,0.0,1.0,
2534.0,UK,Desktop,Paid Ads,1.05,18.0,1.0,1.0,461.08
1146.0,Uk,Desktop,Paid Ads,4.39,15.0,0.0,1.0,267.21
4219.0,India,,Referral,1.09,4.0,0.0,1.0,20.59
3911.0,India,mobile,Organic,8.16,,1.0,0.0,14.46
2734.0,,mobile,Referral,1.83,10.0,1.0,1.0,469.77
2843.0,india,Mobile,Organic,1.89,19.0,1.0,0.0,171.99
1488.0,IND,Desktop,Referral,10.2,17.0,0.0,0.0,191.88
3976.0,usa,mobile,Paid Ads,4.1,10.0,1.0,1.0,237.6
2959.0,USA,Mobile,Paid Ads,10.92,4.0,0.0,0.0,136.57
2663.0,UK,desktop,Paid Ads,2.66,5.0,1.0,1.0,297.26
,Uk,Desktop,Paid Ads,2.11,7.0,1.0,0.0,393.39
3385.0,UK,Tablet,Organic,3.53,19.0,1.0,1.0,132.38
3919.0,USA,desktop,Social,0.32,19.0,0.0,0.0,372.82
1640.0,USA,Mobile,Organic,0.84,8.0,1.0,1.0,337.65
,Uk,desktop,Referral,1.24,1.0,0.0,1.0,265.16
3520.0,Uk,Tablet,Organic,8.48,8.0,1.0,1.0,166.09
,India,desktop,Organic,6.62,19.0,0.0,0.0,437.02
3198.0,USA,Mobile,Referral,1.07,17.0,1.0,0.0,204.38
2438.0,usa,Tablet,Paid Ads,1.62,9.0,1.0,1.0,190.46
4369.0,usa,Tablet,Referral,14.44,16.0,1.0,1.0,322.48
2634.0,,desktop,Referral,,9.0,1.0,0.0,460.56
1262.0,UK,Tablet,Social,3.96,19.0,1.0,0.0,256.47
2787.0,Uk,desktop,Social,3.69,16.0,1.0,0.0,362.73
3191.0,India,Desktop,Paid Ads,6.47,13.0,0.0,0.0,231.16
3393.0,usa,Tablet,Referral,1.52,19.0,1.0,0.0,
1623.0,IND,desktop,Referral,13.65,5.0,1.0,1.0,66.36
2016.0,India,Desktop,Referral,2.64,2.0,0.0,1.0,72.48
4643.0,India,Tablet,Organic,1.68,4.0,0.0,0.0,15.56
1880.0,usa,Desktop,Social,2.05,12.0,1.0,0.0,278.69
3049.0,IND,Tablet,Social,2.14,18.0,0.0,1.0,69.9
3944.0,india,Mobile,Paid Ads,1.11,3.0,0.0,1.0,433.52
2327.0,usa,Mobile,Social,13.16,19.0,1.0,0.0,491.53
3301.0,IND,desktop,Social,0.96,4.0,0.0,0.0,250.46
4723.0,India,mobile,Paid Ads,10.72,4.0,1.0,0.0,227.59
1452.0,IND,Mobile,Referral,2.6,,0.0,1.0,177.3
4108.0,India,mobile,Organic,1.57,11.0,0.0,0.0,320.82
2183.0,UK,Desktop,Paid Ads,1.11,13.0,0.0,1.0,305.97
4062.0,usa,Desktop,Social,,11.0,1.0,0.0,174.97
3056.0,Uk,mobile,Paid Ads,5.53,7.0,1.0,0.0,174.87
4304.0,usa,desktop,Social,11.42,14.0,1.0,1.0,324.18
4170.0,UK,Tablet,Referral,5.28,4.0,1.0,0.0,279.5
2682.0,USA,mobile,Referral,3.3,8.0,1.0,1.0,360.68
3863.0,USA,mobile,Referral,0.17,12.0,1.0,,470.99
3255.0,USA,mobile,Social,12.35,13.0,0.0,1.0,390.9
2154.0,usa,mobile,Paid Ads,,9.0,,1.0,155.65
1403.0,india,mobile,Social,2.38,9.0,1.0,0.0,380.77
3199.0,usa,desktop,Referral,0.15,2.0,0.0,0.0,227.76
3101.0,UK,Mobile,Referral,6.61,3.0,1.0,1.0,389.94
4191.0,UK,Tablet,Referral,7.84,12.0,1.0,0.0,443.85
2696.0,Uk,Mobile,Social,3.91,17.0,0.0,1.0,128.72
